G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Bayesian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),sample,region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set
65.22259389753336,149.99999999888382,-32.504021582881755,757.9999999973356,82.443750455206,6078.9999906665125,-578.8858080340027,-0.16177032698211705,-0.004462736238062794,124.98560217985829,EE88068.sortByCoord,mammary_epithel_cluster2438_hg38,yes,-0.16,"(-147.4401575635661, 444.2855409094401)",N/A,-2.09,"(-0.1551046038768317, 0.060045326809148626)",N/A
7.355141287218157,149.99999999998542,-293.12828908386103,757.9999998880008,-935.0240539888533,6078.000028622499,-547.9878811002877,0.1960865083383596,0.02483538594981923,-1221.3199370380087,EE88068.sortByCoord,hematopoietic_all_hg38,yes,0.0,"(-1762.1647206147018, -683.1746616706939)",N/A,-0.1,"(0.0833171034483827, 0.32146001505947525)",N/A
8.850650265524024,149.00000000002026,21.31340687679805,757.9999999997167,5.715963078689348,6078.997432409858,-656.8457783336654,-0.035289864944506075,-0.0008664894895666518,37.462009026631385,EE88068.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,yes,0.77,"(-180.15764378937976, 133.1408038638332)",N/A,-0.24,"(-0.07960968375498778, 0.02114239769897886)",N/A
-37.712261047982295,149.00000000011033,35.670233829994956,757.9999999268839,120.8045096428816,6078.9709852269125,-589.7199797867409,0.07427170277985315,-0.004699074399161441,113.02688482044144,EE88068.sortByCoord,prostate_cluster2483_hg38,yes,0.25,"(-250.56857586467265, 395.55803759116014)",N/A,2.02,"(-0.123612282510788, 0.07196721937166428)",N/A
14.332751987634357,149.0000000000176,-86.27190628238779,757.9999999997201,317.49510047717575,6078.96356133038,-525.6151786472153,-0.013805908415248577,-0.014572606907910252,246.66749694569504,EE88068.sortByCoord,A549_hg38,yes,0.92,"(-255.040069906391, 428.5674280284202)",N/A,-0.46,"(-0.10053282245571228, 0.12586205409550769)",N/A
14.348954010846574,149.0000000000086,-13.796824535020573,757.000000005962,132.190471931827,6078.992647688431,-711.4857776570592,-0.03982301946595355,-0.004232518654258709,134.72682721853954,EE88068.sortByCoord,HeLa_cluster1777_hg38,yes,1.15,"(-93.80412643044176, 194.98261619365513)",N/A,-0.03,"(-0.08070902952822549, 0.0023044742962305895)",N/A
-14.202960732136429,149.00000000004857,-26.517559436542268,757.9999999994757,-82.74880156446672,6078.943429444184,-605.3498899991698,0.05741491312049748,0.0008825143352497805,-125.8565011626437,EE88068.sortByCoord,colon_cluster507_hg38,yes,-0.05,"(-358.2173159815829, 118.66350014151612)",N/A,0.77,"(-0.03146166791221886, 0.0961701496130678)",N/A
2.170666271708747,149.00000000000156,41.773948027450956,757.9999999972857,212.46298717657916,6078.000033202917,-602.7684720522858,-0.04174334677495512,-0.01111114247656623,256.9015969582935,EE88068.sortByCoord,melano_SOX_clusters1863_2205_hg38,yes,0.64,"(-96.61729336817203, 437.4327918714623)",N/A,-0.06,"(-0.12614825311203842, 0.04754041623417212)",N/A
-38.76349576964355,149.9999999998879,110.61112352384086,757.9999924223081,8.315348137308169,6078.638951340256,-501.86058537211744,0.044334607972929034,-0.004984961288123151,75.1023457346904,EE88068.sortByCoord,panc_adenoca_cluster1261_hg38,yes,1.43,"(-642.6545705277002, 190.1018313897916)",N/A,0.98,"(-0.16045322481214283, 0.1128207699788697)",N/A
-0.020473307478699045,149.00000000002942,31.7309315272842,757.000000000004,57.79043606825824,6078.978449831971,-619.1090408899506,-0.02046010882500521,-0.0070923272322156216,89.7274951980302,EE87846.sortByCoord,skeletal_muscle_cluster1518_hg38,no,1.21,"(-288.9609746227431, 180.84507132172865)",n.s.,-0.73,"(-0.07203989172404598, 0.09238919948095962)",n.s.
8.258804662033489,149.00000000050204,-2.7762755541332256,757.0000000000161,42.43682663185026,6078.999998259202,-752.4490953739268,-0.02343452400815891,-0.0009520750198002662,49.14688253481636,EE87846.sortByCoord,hepatocyte_all_hg38,no,0.55,"(-131.89710413022425, 151.44781350163484)",n.s.,-0.04,"(-0.06591934692441812, 0.020705109367181347)",n.s.
32.586028135421486,149.99999999994552,-60.811601641202536,757.9999999891762,-17.146950243636525,6078.00019664695,-654.7926213824111,-0.05353512450622076,0.001667494774181959,-40.81105704184547,EE87846.sortByCoord,panc_epithel_cluster1974_hg38,no,-0.15,"(-200.2123032501991, 144.67266493885407)",n.s.,-0.17,"(-0.09904946836923603, 0.0007154169435081709)",n.s.
12.342464241495286,149.99999999890815,95.55221405594564,757.0000000764185,347.89597557288533,6078.000021034504,-514.8303505645392,-0.10601752370658253,-0.01444528038859639,458.22528668731314,EE87846.sortByCoord,SAEC_hg38,no,1.23,"(-129.24715049268673, 594.0845756974345)",n.s.,-1.42,"(-0.13486348604650814, 0.07168146623875854)",n.s.
50.42369725117094,149.00000000067578,-16.70409546475998,757.9999999910145,227.59279418560826,6078.986117478297,-539.8700941850815,-0.14115228007057135,-0.008088655460163926,268.8395014232605,EE87846.sortByCoord,mammary_epithel_cluster2438_hg38,no,0.8,"(-147.4401575635661, 444.2855409094401)",n.s.,-1.71,"(-0.1551046038768317, 0.060045326809148626)",n.s.
28.768312951208877,149.99999999939453,-163.7045581538343,757.9999991444994,-719.8976932551782,6078.032207918291,-534.6773498533432,0.05689830022540299,0.018570170155803287,-851.047701464907,EE87846.sortByCoord,hematopoietic_all_hg38,no,1.36,"(-1762.1647206147018, -683.1746616706939)",n.s.,-2.41,"(0.0833171034483827, 0.32146001505947525)",Significantly weaker coverage drop
0.6786901187881428,150.0,1.5272462298612988,757.9469079899145,-46.719222228915825,6078.000000481834,-688.2373427478486,0.00045759976497581836,0.0004188766116247603,-44.341769966035,EE87846.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,no,-0.26,"(-180.15764378937976, 133.1408038638332)",n.s.,1.16,"(-0.07960968375498778, 0.02114239769897886)",n.s.
-15.35561735829985,149.99979571157218,19.497232519286875,757.9999999704729,-46.58743692906079,6078.999973858188,-571.8797380053675,0.033635881339467516,0.00011027074946510732,-44.619679838866304,EE87846.sortByCoord,prostate_cluster2483_hg38,no,-0.71,"(-250.56857586467265, 395.55803759116014)",n.s.,1.2,"(-0.123612282510788, 0.07196721937166428)",n.s.
-4.270262828128094,149.00000000001597,26.80443612890445,757.999999992672,73.41525110594145,6078.893707035245,-540.0598048996243,-0.0074919948479203425,-0.008871346374918791,95.4440109930088,EE87846.sortByCoord,A549_hg38,no,0.05,"(-255.040069906391, 428.5674280284202)",n.s.,-0.35,"(-0.10053282245571228, 0.12586205409550769)",n.s.
12.519968092523731,149.00000000092484,36.870743437994925,757.000000003135,40.06960342894591,6078.984296918718,-736.5849327221562,-0.05558244690716538,-0.0027874914567317427,91.7262361841295,EE87846.sortByCoord,HeLa_cluster1777_hg38,no,0.56,"(-93.80412643044176, 194.98261619365513)",n.s.,-0.78,"(-0.08070902952822549, 0.0023044742962305895)",n.s.
17.65631488184409,149.99999999997922,-66.06836971520636,757.9999999953709,-9.974149701165398,6078.87102774285,-600.7463470610528,-0.011532040929953172,-0.0006059054379958711,-56.21877470943304,EE87846.sortByCoord,colon_cluster507_hg38,no,0.52,"(-358.2173159815829, 118.66350014151612)",n.s.,-1.35,"(-0.03146166791221886, 0.0961701496130678)",n.s.
20.689066684043343,149.99999999999702,18.208998777102238,757.0000000710547,251.70299455266914,6078.9803690749295,-607.6457864812602,-0.08113957121621453,-0.008456500552022404,293.73359444866315,EE87846.sortByCoord,melano_SOX_clusters1863_2205_hg38,no,0.91,"(-96.61729336817203, 437.4327918714623)",n.s.,-0.95,"(-0.12614825311203842, 0.04754041623417212)",n.s.
42.275759299610186,149.00000000046904,-15.742614389276884,757.0000464270703,-108.6812483615768,6078.000000022174,-512.8503149024476,-0.097761922149742,-0.001987733915587133,-75.52536912834165,EE87846.sortByCoord,panc_adenoca_cluster1261_hg38,no,0.71,"(-642.6545705277002, 190.1018313897916)",n.s.,-1.07,"(-0.16045322481214283, 0.1128207699788697)",n.s.
-21.93322833940592,149.00000000019708,-22.44736330864437,757.0000000021128,-70.10774011485661,6078.999998496749,-587.0881197798548,0.07515622358585816,0.00024983644850725344,-118.06851281336093,EE88034.sortByCoord,skeletal_muscle_cluster1518_hg38,yes,-0.54,"(-288.9609746227431, 180.84507132172865)",N/A,1.56,"(-0.07203989172404598, 0.09238919948095962)",N/A
3.4078517553866843,149.0002135504379,15.242415142166296,757.9999755240325,44.258295669638294,6078.995419425497,-700.1728662422922,-0.020051123704618562,-0.0018250732150255895,63.53735320929461,EE88034.sortByCoord,hepatocyte_all_hg38,yes,0.75,"(-131.89710413022425, 151.44781350163484)",N/A,0.12,"(-0.06591934692441812, 0.020705109367181347)",N/A
21.023357588520366,149.00182369053888,-5.975794315795227,757.999979322205,-32.6806200503758,6078.001143614313,-645.4301449740375,-0.050998441508447616,0.0012318124672782095,-14.34572955946266,EE88034.sortByCoord,panc_epithel_cluster1974_hg38,yes,0.15,"(-200.2123032501991, 144.67266493885407)",N/A,-0.07,"(-0.09904946836923603, 0.0007154169435081709)",N/A
10.97240262644375,149.00000000006602,23.54749003866371,757.9999999999916,177.91777562700702,6078.9249163660315,-514.0773539740392,-0.05344771364873061,-0.006405589637080661,214.18496339853002,EE88034.sortByCoord,SAEC_hg38,yes,-0.1,"(-129.24715049268673, 594.0845756974345)",N/A,-0.42,"(-0.13486348604650814, 0.07168146623875854)",N/A
29.18395123351992,149.99999999990018,-33.48173643569461,757.9999999872888,173.29165450888416,6078.982625574488,-538.7103909800836,-0.07136886476646279,-0.0056623052727640955,173.06525554673252,EE88034.sortByCoord,mammary_epithel_cluster2438_hg38,yes,0.16,"(-147.4401575635661, 444.2855409094401)",N/A,-0.44,"(-0.1551046038768317, 0.060045326809148626)",N/A
-3.9914264288837384,149.00027738686376,-235.17395438988297,757.9999999460559,-660.7361524951575,6078.05280167991,-525.1334468454588,0.17782950687212884,0.0228622142265955,-901.9705924825296,EE88034.sortByCoord,hematopoietic_all_hg38,yes,1.17,"(-1762.1647206147018, -683.1746616706939)",N/A,-0.41,"(0.0833171034483827, 0.32146001505947525)",N/A
7.093580436154918,149.0000000000081,-20.2277499171013,757.9999999995564,48.703892930267344,6078.964235757295,-672.4938473799398,-0.011543040415739864,-0.0018725215338630718,36.445727198500535,EE88034.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,yes,0.75,"(-180.15764378937976, 133.1408038638332)",N/A,0.69,"(-0.07960968375498778, 0.02114239769897886)",N/A
-6.212570941093796,149.00000000006702,84.16935862883813,757.0000000001636,167.87513523022884,6078.999997843358,-541.5463734975687,-0.03874070164465472,-0.01042382151360158,245.4484167966704,EE88034.sortByCoord,prostate_cluster2483_hg38,yes,1.05,"(-250.56857586467265, 395.55803759116014)",N/A,-0.26,"(-0.123612282510788, 0.07196721937166428)",N/A
7.560133755745273,149.00000000003416,-65.47253944587219,757.0000000146766,344.8913832489094,6078.926874452212,-509.57865647779687,-0.008371899506200802,-0.014091075295336554,287.1844820259919,EE88034.sortByCoord,A549_hg38,yes,1.15,"(-255.040069906391, 428.5674280284202)",N/A,-0.37,"(-0.10053282245571228, 0.12586205409550769)",N/A
21.33019837459937,149.9999999999255,-39.374988595626384,757.0000000002548,-34.54207990175093,6078.999998018244,-719.6641660605318,-0.03371246299665527,0.0006569324986685352,-49.572814314467315,EE88034.sortByCoord,HeLa_cluster1777_hg38,yes,-1.37,"(-93.80412643044176, 194.98261619365513)",N/A,0.26,"(-0.08070902952822549, 0.0023044742962305895)",N/A
-14.650033747239151,149.99990659622006,-44.351910444597046,757.999700732563,146.88738173147638,6078.021518555134,-612.5468295995911,0.0526650742849028,-0.003116537704161564,85.02218528192611,EE88034.sortByCoord,colon_cluster507_hg38,yes,1.69,"(-358.2173159815829, 118.66350014151612)",N/A,0.63,"(-0.03146166791221886, 0.0961701496130678)",N/A
-5.293829528232007,149.99999999872125,68.22051643277038,757.9999999966485,181.9564244765287,6078.016256870317,-575.5441825767052,-0.033768588888396074,-0.008171003570517706,244.4837991004572,EE88034.sortByCoord,melano_SOX_clusters1863_2205_hg38,yes,0.55,"(-96.61729336817203, 437.4327918714623)",N/A,0.13,"(-0.12614825311203842, 0.04754041623417212)",N/A
10.603788048242102,149.0000000000233,32.94693667631614,757.0000000359926,-433.88395935204215,6078.0204016952075,-504.53086040912103,-0.017275662009922848,0.007696450461758164,-387.8856638052724,EE88034.sortByCoord,panc_adenoca_cluster1261_hg38,yes,-0.76,"(-642.6545705277002, 190.1018313897916)",N/A,0.09,"(-0.16045322481214283, 0.1128207699788697)",N/A
2.9729284253011303,149.00000000075684,46.718050003211324,757.0000000035214,63.85886651414789,6078.000501494484,-642.9054608174462,-0.03677203864225655,-0.008002887344659442,114.37922858113701,EE88236.sortByCoord,skeletal_muscle_cluster1518_hg38,no,1.41,"(-288.9609746227431, 180.84507132172865)",n.s.,-1.12,"(-0.07203989172404598, 0.09238919948095962)",n.s.
10.897140567116065,149.99999999996132,-18.67326883480582,757.9999720126992,0.4028986872895198,6078.81938878417,-760.6965215621332,-0.01918073194742053,0.0002827405543127955,-5.839217723506054,EE88236.sortByCoord,hepatocyte_all_hg38,no,-0.22,"(-131.89710413022425, 151.44781350163484)",n.s.,0.16,"(-0.06591934692441812, 0.020705109367181347)",n.s.
28.868293820557536,149.123043756045,6.526508747338611,757.0000000011177,-116.14974556777098,6078.059810645274,-653.6717235448007,-0.07304591385477054,0.0015213057401921232,-76.02950417145037,EE88236.sortByCoord,panc_epithel_cluster1974_hg38,no,-0.55,"(-200.2123032501991, 144.67266493885407)",n.s.,-0.94,"(-0.09904946836923603, 0.0007154169435081709)",n.s.
-13.537697973035508,149.00413396241203,52.422789685938355,757.0000000020098,68.5114492541625,6078.072520095678,-539.1561890710673,0.004121830286280207,-0.004971643184320432,105.67677359562059,EE88236.sortByCoord,SAEC_hg38,no,-0.69,"(-129.24715049268673, 594.0845756974345)",n.s.,0.68,"(-0.13486348604650814, 0.07168146623875854)",n.s.
1.7008446479725263,149.00000000000082,110.41001301652206,757.9999997903604,-59.52277495349958,6078.967432550665,-573.639149365316,-0.05875746647317533,-0.0035679529527580327,53.93742129668376,EE88236.sortByCoord,mammary_epithel_cluster2438_hg38,no,-0.63,"(-147.4401575635661, 444.2855409094401)",n.s.,-0.21,"(-0.1551046038768317, 0.060045326809148626)",n.s.
-11.257154060570867,149.0000000032558,-133.9666558658416,757.9999998716521,-913.2658123368408,6078.0173612964445,-544.4431485356964,0.16059245676659556,0.0259672363335958,-1060.4930741513401,EE88236.sortByCoord,hematopoietic_all_hg38,no,0.59,"(-1762.1647206147018, -683.1746616706939)",n.s.,-0.69,"(0.0833171034483827, 0.32146001505947525)",n.s.
22.57303786133905,149.99999999999562,40.99697878240851,757.0000032123089,-207.4022512701175,6078.000949547362,-684.0096976799904,-0.06802790366959932,0.0031517547144833424,-139.6915097995418,EE88236.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,no,-1.46,"(-180.15764378937976, 133.1408038638332)",n.s.,-1.52,"(-0.07960968375498778, 0.02114239769897886)",n.s.
7.09081725926458,149.9999999996566,-83.64226527832369,757.0000000191086,250.80608370899037,6078.046781012296,-565.2621923639331,0.008758934566671655,-0.0075041879122390185,174.31720432374766,EE88236.sortByCoord,prostate_cluster2483_hg38,no,0.62,"(-250.56857586467265, 395.55803759116014)",n.s.,0.7,"(-0.123612282510788, 0.07196721937166428)",n.s.
7.392897904261424,149.00000000000102,8.86880976009707,757.000000034195,241.64844112771928,6078.987399846864,-526.9549869281072,-0.04032665438571415,-0.015273945609801259,258.8896562264034,EE88236.sortByCoord,A549_hg38,no,0.99,"(-255.040069906391, 428.5674280284202)",n.s.,-0.92,"(-0.10053282245571228, 0.12586205409550769)",n.s.
28.727661689089988,149.99999999996072,-40.51032161126504,757.9999999777847,181.37631098140415,6078.975796329453,-700.1136949532922,-0.06698668274818173,-0.004554643243037532,173.5200082872951,EE88236.sortByCoord,HeLa_cluster1777_hg38,no,1.68,"(-93.80412643044176, 194.98261619365513)",n.s.,-1.32,"(-0.08070902952822549, 0.0023044742962305895)",n.s.
-10.782434401240067,149.00000000011082,-9.336447273795242,757.9999999989781,-118.42979046031788,6078.9201706386975,-598.0097936680263,0.04155566045527327,0.002181964203988369,-140.20053645353704,EE88236.sortByCoord,colon_cluster507_hg38,no,-0.17,"(-358.2173159815829, 118.66350014151612)",n.s.,0.28,"(-0.03146166791221886, 0.0961701496130678)",n.s.
16.27029386625409,149.00000000082917,27.836797586322604,757.9999999980753,176.21612027569577,6078.960110501554,-583.1772837868215,-0.06977839247462275,-0.007903730787529591,222.94614593800725,EE88236.sortByCoord,melano_SOX_clusters1863_2205_hg38,no,0.39,"(-96.61729336817203, 437.4327918714623)",n.s.,-0.69,"(-0.12614825311203842, 0.04754041623417212)",n.s.
-0.9145004652549441,149.9999999999574,69.00614001842283,757.9999999453961,-298.9885687365896,6078.999267625865,-505.99143445405883,-0.014264823221533544,0.004053115233748354,-230.0766584459364,EE88236.sortByCoord,panc_adenoca_cluster1261_hg38,no,-0.02,"(-642.6545705277002, 190.1018313897916)",n.s.,0.14,"(-0.16045322481214283, 0.1128207699788697)",n.s.
8.894880486831012,149.02484520891028,-11.471824095263411,757.0000000075114,-34.84758516261327,6078.999997260406,-687.749921983824,-0.015479142038925362,-0.001332107272094112,-36.093465510151184,EE88182.sortByCoord,skeletal_muscle_cluster1518_hg38,yes,0.15,"(-288.9609746227431, 180.84507132172865)",N/A,-0.61,"(-0.07203989172404598, 0.09238919948095962)",N/A
21.313299722333525,149.9999999628173,7.871921645752063,757.0000000214133,33.00352940757547,6078.999997701969,-802.7218527774018,-0.06299961542671187,-0.001617402237562972,65.56459018710035,EE88182.sortByCoord,hepatocyte_all_hg38,yes,0.78,"(-131.89710413022425, 151.44781350163484)",N/A,-1.84,"(-0.06591934692441812, 0.020705109367181347)",N/A
32.967617585018296,149.00000000502885,-0.3881483135766371,757.499374306913,-49.52268798732891,6078.003104127145,-741.3380085300059,-0.08481470051726088,0.0013914626729089954,-11.707373850998106,EE88182.sortByCoord,panc_epithel_cluster1974_hg38,yes,0.18,"(-200.2123032501991, 144.67266493885407)",N/A,-1.41,"(-0.09904946836923603, 0.0007154169435081709)",N/A
0.9933997516800128,149.999999999998,21.472299647531678,757.9999999999794,51.075562144458104,6078.999843145577,-605.5568515302408,-0.017295028414254114,-0.003956686823375411,73.83844404888302,EE88182.sortByCoord,SAEC_hg38,yes,-0.86,"(-129.24715049268673, 594.0845756974345)",N/A,0.27,"(-0.13486348604650814, 0.07168146623875854)",N/A
37.103242144995825,149.9998655386984,-71.96166960582327,757.9999999735817,175.23823205465092,6078.00398104335,-616.4851422562878,-0.07230848041444378,-0.0049670286148555,145.33520954966733,EE88182.sortByCoord,mammary_epithel_cluster2438_hg38,yes,-0.02,"(-147.4401575635661, 444.2855409094401)",N/A,-0.45,"(-0.1551046038768317, 0.060045326809148626)",N/A
10.244491573359387,149.999999998526,-226.3438686384988,757.9999999883728,-886.7952519937439,6078.019401759297,-614.7975626839888,0.1500869153180666,0.02673172412892093,-1102.402866197852,EE88182.sortByCoord,hematopoietic_all_hg38,yes,0.44,"(-1762.1647206147018, -683.1746616706939)",N/A,-0.86,"(0.0833171034483827, 0.32146001505947525)",N/A
27.92821922506767,149.99999963986915,-18.76286871790054,757.0000000256982,-42.554030950430786,6078.000895782602,-750.5317578617473,-0.06159708383814956,0.0005619744678462278,-29.1422656026922,EE88182.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,yes,-0.07,"(-180.15764378937976, 133.1408038638332)",N/A,-1.27,"(-0.07960968375498778, 0.02114239769897886)",N/A
18.16299194536901,149.0000000010163,18.33510880044275,757.9999999999742,60.0123351457681,6078.999835435418,-623.0442286206617,-0.06221909955828369,-0.004336051071113145,99.47006448277928,EE88182.sortByCoord,prostate_cluster2483_hg38,yes,0.16,"(-250.56857586467265, 395.55803759116014)",N/A,-0.73,"(-0.123612282510788, 0.07196721937166428)",N/A
19.578734501258136,149.00000000003814,-6.40155362872561,757.0000000035077,203.83449967913668,6078.982625916535,-610.3716592664746,-0.0624246746797111,-0.011329272293146543,219.80816743344639,EE88182.sortByCoord,A549_hg38,yes,0.77,"(-255.040069906391, 428.5674280284202)",N/A,-1.31,"(-0.10053282245571228, 0.12586205409550769)",N/A
22.19832470011136,149.99999999999173,-1.159721192795198,757.0000000019513,-57.20855667961036,6078.9999983913085,-769.0940057096132,-0.054673440508463636,0.0005730037501200085,-32.641909492220684,EE88182.sortByCoord,HeLa_cluster1777_hg38,yes,-1.14,"(-93.80412643044176, 194.98261619365513)",N/A,-0.73,"(-0.08070902952822549, 0.0023044742962305895)",N/A
18.370294265669738,149.00000000009953,-59.61921637197242,757.0000000001116,-103.27987343615135,6078.903219051177,-653.4776967892561,-0.010988250612397398,0.0023482181528593398,-142.07714605218408,EE88182.sortByCoord,colon_cluster507_hg38,yes,-0.18,"(-358.2173159815829, 118.66350014151612)",N/A,-1.34,"(-0.03146166791221886, 0.0961701496130678)",N/A
21.23185810682349,149.99999999999173,-1.9824232378734588,757.9999998969331,-17.17076940853329,6078.005610022101,-652.551990945077,-0.0542981694940301,-0.0018416518509411397,5.404354812781938,EE88182.sortByCoord,melano_SOX_clusters1863_2205_hg38,yes,-1.22,"(-96.61729336817203, 437.4327918714623)",N/A,-0.34,"(-0.12614825311203842, 0.04754041623417212)",N/A
-9.36263655724768,149.0000000000085,30.83531492523869,757.0000000107581,92.52061297159142,6078.980619367718,-591.4783399733577,0.002745982045984162,-0.0045523813831605,112.70415447073124,EE88182.sortByCoord,panc_adenoca_cluster1261_hg38,yes,1.6,"(-642.6545705277002, 190.1018313897916)",N/A,0.38,"(-0.16045322481214283, 0.1128207699788697)",N/A
3.7165982693733297,149.00016815421958,-3.9043182105954375,757.0002785418833,-251.8641328619546,6078.996431493653,-602.0770793373292,0.008635462800050897,0.0034341535383424263,-251.22695237712463,EE88120.sortByCoord,skeletal_muscle_cluster1518_hg38,yes,-1.65,"(-288.9609746227431, 180.84507132172865)",N/A,-0.04,"(-0.07203989172404598, 0.09238919948095962)",N/A
7.372604194326813,149.99999999999247,6.328530860515273,757.9999999978515,-44.38258490255498,6078.999898012013,-721.5990701672023,-0.020026389518459253,0.0008157825999849756,-29.419262169012732,EE88120.sortByCoord,hepatocyte_all_hg38,yes,-0.54,"(-131.89710413022425, 151.44781350163484)",N/A,0.12,"(-0.06591934692441812, 0.020705109367181347)",N/A
8.796428564281744,149.0000000000249,1.7089078237942912,757.0000000006276,134.0430881395073,6078.938564586584,-681.4690520081191,-0.03324957367348158,-0.00371694091154335,145.80062510428732,EE88120.sortByCoord,panc_epithel_cluster1974_hg38,yes,1.98,"(-200.2123032501991, 144.67266493885407)",N/A,0.63,"(-0.09904946836923603, 0.0007154169435081709)",N/A
30.95413911211012,149.99999910207026,-44.20643187673888,757.0000544828133,405.86552879839735,6078.999983876506,-520.9867756294078,-0.08566457738562581,-0.01186287425347418,396.6062539535101,EE88120.sortByCoord,SAEC_hg38,yes,0.89,"(-129.24715049268673, 594.0845756974345)",N/A,-1.03,"(-0.13486348604650814, 0.07168146623875854)",N/A
14.773437700348953,149.99999499199708,2.6397659519344088,757.0000000718437,154.65785782187018,6078.999887831383,-542.7127210178828,-0.050832454639210996,-0.007623653470698419,174.23904161013274,EE88120.sortByCoord,mammary_epithel_cluster2438_hg38,yes,0.17,"(-147.4401575635661, 444.2855409094401)",N/A,-0.06,"(-0.1551046038768317, 0.060045326809148626)",N/A
-13.650794457012658,149.00000000018733,-214.98568158358063,757.9999998618796,-1271.4072957549126,6078.990804680458,-547.7989098372452,0.2331363344753817,0.034831850429518287,-1502.7746538413535,EE88120.sortByCoord,hematopoietic_all_hg38,yes,-1.02,"(-1762.1647206147018, -683.1746616706939)",N/A,0.51,"(0.0833171034483827, 0.32146001505947525)",N/A
17.117995834146182,149.99999999999685,8.847942240048575,757.9999999904605,-144.40103309332673,6078.940104724657,-673.4447446421317,-0.04070743732037326,0.002428740557463248,-115.51470761109805,EE88120.sortByCoord,HPF_lung_fibroblast_cluster1737_hg38,yes,-1.16,"(-180.15764378937976, 133.1408038638332)",N/A,-0.45,"(-0.07960968375498778, 0.02114239769897886)",N/A
3.4183249853279167,149.99999999999997,10.598758572300289,757.0000000003943,-125.35259520218922,6078.070574678507,-559.8857539921428,-0.006449336097530638,-0.0001572686180768228,-110.56496065201642,EE88120.sortByCoord,prostate_cluster2483_hg38,yes,-1.12,"(-250.56857586467265, 395.55803759116014)",N/A,0.39,"(-0.123612282510788, 0.07196721937166428)",N/A
-18.47812613894439,149.00000000024568,22.245738158625393,757.9999999712323,164.9562999207996,6078.999858901129,-528.6513978098518,0.026940930886748444,-0.014879094489036857,165.84141517803508,EE88120.sortByCoord,A549_hg38,yes,0.46,"(-255.040069906391, 428.5674280284202)",N/A,0.25,"(-0.10053282245571228, 0.12586205409550769)",N/A
21.47968513935091,149.99999999997402,2.502860779426303,757.000000008735,30.949234039894787,6078.999851839934,-700.8578392146547,-0.060477802374203825,-0.0021364947392559365,58.2843840756819,EE88120.sortByCoord,HeLa_cluster1777_hg38,yes,0.1,"(-93.80412643044176, 194.98261619365513)",N/A,-1.01,"(-0.08070902952822549, 0.0023044742962305895)",N/A
0.5199232717078356,149.00000000000497,-32.89809154522627,757.0000000377498,-195.98460423518296,6078.968836695869,-609.129504931558,0.028807172328004664,0.0043716600651641,-228.36994026635983,EE88120.sortByCoord,colon_cluster507_hg38,yes,-0.9,"(-358.2173159815829, 118.66350014151612)",N/A,-0.11,"(-0.03146166791221886, 0.0961701496130678)",N/A
-10.441428283498416,149.00000000033788,-1.326600787464042,757.9999999998697,81.7136191643075,6078.999990056507,-582.1949351960512,0.023292199106634392,-0.005722116964297728,68.20108775967728,EE88120.sortByCoord,melano_SOX_clusters1863_2205_hg38,yes,-0.75,"(-96.61729336817203, 437.4327918714623)",N/A,1.42,"(-0.12614825311203842, 0.04754041623417212)",N/A
8.74886899055107,149.00000000000003,-30.948077920659745,757.9999999730948,192.4078946380873,6078.957987198768,-504.695339471098,-0.019763642454360814,-0.0052541189395706395,171.0886267779176,EE88120.sortByCoord,panc_adenoca_cluster1261_hg38,yes,1.88,"(-642.6545705277002, 190.1018313897916)",N/A,0.06,"(-0.16045322481214283, 0.1128207699788697)",N/A
5.890767752993604,149.00000000000054,-25.450390186797357,757.9999999997293,42.8110733938106,6078.000001478034,-600.214494795381,-0.005187547795509728,-0.003960324185086625,23.896747031363002,EE87818.sortByCoord,skeletal_muscle_cluster1518_hg38,no,0.65,"(-288.9609746227431, 180.84507132172865)",n.s.,-0.37,"(-0.07203989172404598, 0.09238919948095962)",n.s.
12.524118327631008,149.00000000000915,33.47335321657703,757.9999999921167,-51.78127661861702,6078.864766332434,-741.2961507609408,-0.04775193085945476,0.0008245099861553434,-3.446332209153082,EE87818.sortByCoord,hepatocyte_all_hg38,no,-0.18,"(-131.89710413022425, 151.44781350163484)",n.s.,-1.14,"(-0.06591934692441812, 0.020705109367181347)",n.s.
16.28529033756943,149.00009403392298,4.583691693069747,757.0003647461473,-29.68631833552958,6078.000244838113,-676.0841214789182,-0.04407036955816982,0.000799016636014415,-6.18109220898372,EE87818.sortByCoord,panc_epithel_cluster1974_hg38,no,0.25,"(-200.2123032501991, 144.67266493885407)",n.s.,0.2,"(-0.09904946836923603, 0.0007154169435081709)",n.s.
